QUEST_UNUSED_20150317_000001	なるほど、パードナーマスターへの道だな。武運を祈る！	아하, 파드너 마스터에게로 가는 길이로군. 무운을 빕지요.	
QUEST_UNUSED_20151022_001182	テスラお爺さんはいつも材料の重要性について強調していました。{nl}高くて貴重な材料ではなく、自分の心を込めた材料が大事なんだって。{nl}最近、私にもそんな材料を手に入れられそうになったんですけど…。{nl}時間が無くて取りに行けないんですよね。{nl}それを探してくれたら、私が新しい彫像の作り方を教えてあげますよ。	테슬라님과 마지막으로 헤어지던 때, 제게 숙제를 내 주신 것이 있지요.{nl}특별한 조각을 깎아내야 하는 과제인데 재료부터가 만만치가 않아요.{nl}믿을만한 사람에게 부탁하라고 말씀하셨는데 마침 당신이 계시네요.	딥디르비 서브 마스터
QUEST_UNUSED_20151022_001183	ノヴァハ別館でスパルナスマンを探してください。{nl}	고사리 수도원64_2에서 스파나스맨이란 몬스터를 마주치실 수 있을 거에요.{nl}녀석의 머리에 난 그 뿔을 가져다 주세요.	딥디르비 서브 마스터
QUEST_UNUSED_20151022_001184	そのモンスターの角が私の探していた材料なので、慎重にお願いしますね。	직접 구하라고 하시지 않고 믿을만한 사람에게 부탁하라고 하시다니...{nl}제 인망도 같이 시험하시려는 게 아닐까요.	딥디르비 서브 마스터
QUEST_UNUSED_20151022_001185	私がお願いした材料に間違いありませんね。{nl}あなたもいつか心を込められる材料に出会える日が、きっと来ますよ。{nl}さあ、約束通り新しい彫像の作り方を教えてあげます。{nl}いつでも私のところへ来てくださいね。	가져 오셨군요. 제가 부탁드린 재료가 틀림 없네요.{nl}약속대로 딥디르비의 상위 기술을 가르쳐 드릴게요.	딥디르비 서브 마스터
QUEST_UNUSED_20151022_001186	サドゥーの道…。{nl}難しい選択をなさりましたね。{nl}	사두의 길에 입문하시겠습니까?{nl}좋습니다. 비록 저는 유체만이 이곳에 있어 정식 시험을 치루기는 무리입니다만...{nl}나름의 방식으로 당신을 시험해 보겠습니다.	사두 마스터
QUEST_UNUSED_20151022_001187	よろしいでしょう。私は幽体なので正式な試験を行うことはできませんが…。{nl}それなりのやり方であなたの力を確認させてください。私の気を具現化した結晶を差し上げます。{nl}モンスターに私の気を注入してから退治することが、私からの課題です。{nl}	저의 기운을 당신에게 전달해 드릴 것입니다.{nl}페레토리 구릉에서 그 기운을 사용하시면 몬스터의 영혼 일부가 섞이게 됩니다.{nl}그 몬스터를 처치하시고 영혼을 흡수한 다음 돌아오세요.	사두 마스터
QUEST_UNUSED_20151022_001188	退治したモンスターの霊魂は、私のところへ持って来れば清らかな気に浄化しましょう。{nl}ただし、一人で乗り越えなければなりません。	아직 몬스터의 영혼이 충분치 않은 것 같군요.{nl}아직은 사두의 길을 열어드릴 수 없습니다.	사두 마스터
QUEST_UNUSED_20151022_001189	私の本体はアクメンスの尾根におります。{nl}あなたも修練を私と同じくらい積めば、幽体をこうして遠くまで飛ばすことができるようになるでしょう。{nl}	당신에게 충만한 영혼의 힘이 느껴집니다...{nl}당신의 능력은 잘 알겠습니다. 사두로의 입문을 축하드리겠습니다.{nl}유체로나마 당신에게 사두의 기술을 알려드리지요.	사두 마스터
QUEST_UNUSED_20151022_001190	邪悪な魔族と戦う力は女神を信じる堅い信仰心に由来します。{nl}あなたがパラディンとなるには、あなたの信仰を支える力を証明していただく必要があります。	팔라딘에 입문하시려는 건가요?{nl}다른 성직과는 다릅니다. 팔라딘이 되려면 그만큼 강한 힘이 뒷받침 되어야합니다.	팔라딘 서브 마스터
QUEST_UNUSED_20151022_001191	よろしい。では、試験を行います。{nl}ペレトリーの丘のモンスターを全て倒してください。	좋습니다. 자신만만하시군요.{nl}그럼 시험해볼까요? 페레토리 구릉의 몬스터들을 처치하고 오세요.	팔라딘 서브 마스터
QUEST_UNUSED_20151022_001192	我らパラディンは魔族との戦いで常に最前線に立っています。{nl}中途半端な実力では、意志が強くてもすぐに不幸な結果につながってしまうでしょう。	우리 팔라딘은 마족과의 싸움에서 최전선에 서 있는 자들입니다.{nl}어중간한 실력으로는 뜻이 좋더라도 금방 불행한 일을 당하고 말겁니다.	팔라딘 서브 마스터
QUEST_UNUSED_20151022_001193	期待以上の成果ですね。{nl}これからパラディンとして女神のお傍で信念と正義のために戦うことを誓ってください。	기대 이상으로 잘 해 주셨네요.{nl}약속대로 마스터를 대신해서 당신을 팔라딘으로 임명하겠습니다.	팔라딘 서브 마스터
QUEST_UNUSED_20151022_001194	いつの間にか最後の試験を受ける時が来ましたね。{nl}今までに積んだ修練の成果を確認させてください。	어느덧 마지막 시험을 치룰 때가 온 것 같습니다.{nl}여태까지 쌓은 능력을 보여주실 준비가 되었습니까?	하플라이트 마스터
QUEST_UNUSED_20151022_001195	アプシメスティー交差路は古くからホプライトの最後の試験の舞台でした。{nl}多くのホプライトたちがそこで槍が折れるまでモンスターと死闘を繰り広げました。{nl}彼らの折れた槍と壊れた鎧…。{nl}それらを集めてくることであなたの最後の資格を審査しましょう。{nl}	압시메스티 교차로는 옛부터 하플라이트의 마지막 시험 무대였습니다.{nl}당신의 많은 선배들이 그곳에서 창이 부러질 때까지 몬스터와 사투를 벌이곤 했습니다.{nl}그들의 부러진 창을 모아 오는 것으로 당신의 마지막 자격을 심사해보죠.	하플라이트 마스터
QUEST_UNUSED_20151022_001196	この試験は単純にあなたの強さのみを測るものではありません。{nl}あなたの目指す境地は、簡単には到達できないレベルですから。{nl}他の者たちがその境地に至るためにどんな努力をしたのか…。{nl}それをしっかり確認するという目的もある試験なのです。覚えておいてください。	이 시험은 단순히 당신의 강함만을 측정하기 위함은 아닙니다.{nl}당신이 도달하려는 경지는 쉽게 다다를 수 없는 단계입니다.{nl}다른 이들이 그것을 위해 어떤 노력을 했는지 확인하라는 의미도 포함하고 있습니다.	하플라이트 마스터
QUEST_UNUSED_20151022_001197	ご苦労様でした。{nl}これからは新人ホプライトがあなたの痕跡を追うことになるでしょう。{nl}あなたはすでにプロの境地ですが、もし何か補いたいところがあれば私を訪ねてください。	수고하셨습니다. 훗날 새로운 하플라이트는 당신의 흔적을 좇겠지요.{nl}당신은 이미 대가의 경지이지만 혹시나 부족한 것이 있으면 저를 찾아 주시길.	하플라이트 마스터
QUEST_UNUSED_20151022_001198	おお、一人前のロデレロと言えそうだ。{nl}だが本当に強くなりたければ、時には自分の強みを捨てることも必要だぞ。	그 정도면 어엿한 로델레로라 할 수 있겠어.{nl}그러나 진정 강해지기 위해서는 때로는 자신의 강점을 포기할 줄도 알아야지.	로델레로 마스터
QUEST_UNUSED_20151022_001199	準備はできているようだな。{nl}ならば一人でアプシメスティー交差路のモンスターを倒してこい。{nl}簡単そうだろう？{nl}だが盾なしで倒すとなったらどうだ？	준비는 된 것 같군.{nl}그렇다면 방패를 사용하지 않고 압시메스티 교차로의 몬스터를 해치우고 와.{nl}아니, 애초에 착용하지 않은 상태에서 몬스터를 해치우고 오는 게 좋겠군.	로델레로 마스터
QUEST_UNUSED_20151022_001200	盾はロデレロの一番頼もしい戦友だ。{nl}しかし戦士ならば自らが最も強くなければ真の戦士とは言えまい。	방패는 로델레로의 가장 듬직한 전우지.{nl}하지만 전사라면 스스로 강해야할 필요가 있다.	로델레로 마스터
QUEST_UNUSED_20151022_001201	改めてその可能性を確認することができた。{nl}あとは私に任せろ。目を見張るようなスキルを教えてやる。{nl}	다시 한 번 그 가능성을 확인할 수 있었다.{nl}알다시피 내 가르침은 엄격하니까 단단히 각오해야 할 거야.	로델레로 마스터
QUEST_UNUSED_20151022_001202	すぐに諦めると思っていたが…。{nl}またここに来たということは、カタフラクトがよほど気に入ったようだな？{nl}	어때, 이제 찌른다는 게 뭔지 알겠나?{nl}그럼 다음 단계로 나아가기 위한 준비를 해보자.	캐터프랙트 마스터
QUEST_UNUSED_20151022_001203	私もそんな君が嫌いじゃない。{nl}もし私の出す課題を完璧にこなしたら、本当に君のことを好きになるかもしれないな。{nl}課題は簡単だ。{nl}アプシメスティー交差路のモンスターたちを掃討してくるだけだからな。{nl}	어떤 적도 꿰뚫을 수 있는 창이 자네의 팔이라고 치지.{nl}그렇다면 다리는 단연 기동력을 제공해주는 자네의 컴패니언이라고 할 수 있을걸세.{nl}컴패니언에 올라탄 채로 압시메스티 교차로의 적들을 토벌하고 오게.	캐터프랙트 마스터
QUEST_UNUSED_20151022_001204	コンパニオンに乗って戦う戦闘に慣れなければカタフラクトは諦めろ。{nl}まさか乗り物酔いはしないよな？	컴패니언을 타고 싸우는 전투에 익숙해지지 않는다면 캐터프랙트는 포기하게.{nl}설마 멀미하는 것은 아니겠지?	캐터프랙트 마스터
QUEST_UNUSED_20151022_001205	すごいじゃないか！{nl}実は半分冗談だったんだが本当にやり遂げるとはな。{nl}いつでも来い。{nl}君なら辛抱強く教えてやれそうだからな。{nl}{nl}	자네라면 추후 왕국이 재건된 후에 훌륭한 기병이 될 수 있겠어.{nl}물론 그때까지 내가 가르쳐 주는 기술을 이용해서 자네의 사명을 다하게.	캐터프랙트 마스터
QUEST_UNUSED_20151022_001206	申し訳ございませんが、最終段階の試験より先にやっていただくことがあります。{nl}アプシメスティー交差路のモンスターが急に増えて人々を攻撃しているらしいのです。{nl}	지난 과제들도 무난히 통과한데다 성장속도도 무시못할 수준이군요.{nl}당신이라면 보코르의 마지막 단계에 들어서도 괜찮을 것 같아요!	보코르 서브 마스터
QUEST_UNUSED_20151022_001207	これまでに学んだことを応用してそのモンスターたちを倒してください。{nl}本来なら私がやるべきことなのですが、緊急事態ですのでこれをもって試験とさせていただきます。	아니아니, 너무 미리부터 좋아하진 마세요.{nl}이제는 그간 배운 기술을 응용해 보는 시험을 치룰 차례랍니다.{nl}압시메스티 교차로에서 몬스터들을 처치해 보세요.	보코르 서브 마스터
QUEST_UNUSED_20151022_001208	生と死の間に立つ仲介業者…。{nl}クラペダのボコルマスターは、ボコルについてこうおっしゃいました。{nl}	배우신 기술들은 전투에 매우 유용하게 쓰이곤 하죠.{nl}압시메스티 교차로라면 크게 위험하진 않을 거에요.	보코르 서브 마스터
QUEST_UNUSED_20151022_001209	本当に立派にやり遂げてくれましたね。{nl}では、私が知っているボコルの全てを伝授いたしましょう。	수고하셨어요!{nl}이제 보코르로서의 진짜 여정이 시작되었군요.	보코르 서브 마스터
QUEST_UNUSED_20151022_001210	私が今のあなたくらいの時だったでしょうか…。{nl}テスラおじいさんは最後の教えだと言ってこう話してくれました。{nl}	간신히 테슬라님과 연락이 닿았어요!{nl}당신에 대해서 편지에 적었더니 기대되는 인재라고 하시더군요.{nl}그런 의미에서 딥디르비의 마지막 단계에 도전해보시는 건 어떨까요?	딥디르비 서브 마스터
QUEST_UNUSED_20151022_001211	では最後の試験はこれにしたいと思います。{nl}司祭様たちからオルシャとフェディミアンにあるヴァカリネ女神像の補修を頼まれました。{nl}	그럼 저희에게 들어온 청원을 수행하는 것으로 승급시험을 대신하도록 해보죠.{nl}여신상을 보수해 달라는 청원인데 여기에 쓰일 향유의 재료가 필요하답니다.{nl}수로교 지역에서 아슈롱의 기름덩어리를 모아다 주세요.	딥디르비 서브 마스터
QUEST_UNUSED_20151022_001212	まず、ベライの森でパパヤンの油っこい果肉を集めてください。{nl}それを使って補修に必要な香油を作りますから。	아슈롱의 기름덩어리를 모아다 주시면 제가 정제하여 향유로 만들거에요.	딥디르비 서브 마스터
QUEST_UNUSED_20151022_001213	もう集めてきたのですか？{nl}少々お待ちください。すぐに香油をお作りします。	일단 준비단계는 마쳤네요.{nl}잠시만 기다리시면 제가 향유를 만들어드릴게요.	딥디르비 서브 마스터
QUEST_UNUSED_20151022_001214	香油ができました。{nl}これでオルシャとフェディミアンにあるヴァカリネ女神像を補修してください。{nl}女神像ですので、丁寧に心を込めて補修してくださいね。	향유가 다 만들어졌어요.{nl}이제 이 향유를 가지고 오르샤와 페디미안에 있는 바카리네 여신상을 보수해주세요.	딥디르비 서브 마스터
QUEST_UNUSED_20151022_001215	女神像の力を使えば、フェディミアンなんてあっというまですね！	여신상의 힘을 사용하면 페디미안까지 쉽게 이동할 수 있다고들 하네요.{nl}조금이라도 시간을 줄일 수 있겠네요.	딥디르비 서브 마스터
QUEST_UNUSED_20151022_001216	きれいな女神像を見るだけでも二つの街の市民たちに希望が湧くのではないでしょうか？	깨끗한 여신상을 보는 것만으로도 두 도시 시민들에게 희망이 샘솟지 않을까요?	딥디르비 서브 마스터
QUEST_UNUSED_20151022_001217	テスラおじいさんはいつも私にこうおっしゃいました。{nl}作品を作ることが全てではなく、愛情を持って世話をすることもティルトルビーの仕事だと。{nl}長く記憶に残るティルトルビーを目指すなら、この感覚を忘れないでください。{nl}	먼 길 다녀오느라 고생하셨어요. 테슬라님도 분명 칭찬하실거에요.{nl}당신은 앞으로도 굉장해지실 것 같아요.{nl}이거, 딥디르비로서 라이벌이 생겼는걸요?	딥디르비 서브 마스터
QUEST_UNUSED_20151022_001218	ちょうどいいところに来てくれました。{nl}アプシメスティー交差路のレッドツリーアンブロが急激に増えて住民たちを脅かしているそうです。{nl}真のサドゥーとして一歩踏み出したいならば、あなたの能力を見せてください。	마침 잘 오셨습니다.{nl}압시메스티 교차로의 붉은 트리암불로가 크게 불어나 주민들을 위협하고 있다고 합니다.{nl}당신이 진정한 사두로서 한 걸음 더 내딛고 싶다면 당신의 능력을 베푸십시오.	사두 마스터
QUEST_UNUSED_20151022_001219	そろそろ私のもとへ来ると思っていました。{nl}いいでしょう。あなたの信仰心を直接見せてくださるならば…。{nl}	다음 시험은 보다 강한 몬스터들을 상대해보죠.{nl}준비는 되셨습니까?	팔라딘 서브 마스터
QUEST_UNUSED_20151022_001220	この古びた聖物は呪われています。{nl}モンスターを引き寄せる力があるのです。{nl}餓鬼の道のヒースの絶壁に行ってください。{nl}そして棄てられた祭壇にこの聖物を捧げるのです。{nl}その後は…言わなくても分かりますよね？	이 오래된 성물을 가지고 큰아귀 길로 가세요.{nl}위쪽 막다른 곳에 버려진 제단에 성물을 반응시키면 몬스터들이 나올 겁니다.{nl}그 다음은 말씀드리지 않아도 아시겠지요?	팔라딘 서브 마스터
QUEST_UNUSED_20151022_001221	多くの者たちが邪悪な力に染まりつつあります。{nl}しかし女神への信仰心がある限り、我々パラディンにだけは絶対に手出しできないでしょう。	버려진 제단은 큰아귀 길 위쪽 막다른 지점에 있습니다.	팔라딘 서브 마스터
QUEST_UNUSED_20151022_001222	それほどの実力ならばもう一人前のパラディンと言ってもよさそうですね。{nl}いいでしょう。今から真のパラディンとは何かをお教えします。	수고하셨어요. 보다 높은 경지로 또 한 발을 내딛으셨군요.{nl}마스터로써 중요 임무 중인 저희 삼촌께도 보여드렸으면 싶은 실력이시네요.	팔라딘 서브 마스터
QUEST_UNUSED_20151022_001223	あなたがパラディンとして行ってきたことは他のパラディンたちの見本となっています。{nl}でも私は直接自分の目で確認したいのです。{nl}	그 사이 실력이 또 일취월장하셨군요. 이 정도라면 저희 삼촌도 놀라겠는걸요.{nl}아무래도 마지막 단계로 나아가기 위한 시험을 치르셔야겠어요.{nl}그 실력을 증명할 방법이 필요하겠군요.	팔라딘 서브 마스터
QUEST_UNUSED_20151022_001224	この試験もこれで最後ですので、少し難易度は上がります。{nl}テナンツ農場のガイガラス…今のあなたにぴったりの相手だと思います。	마침 적당한 상대를 알고 있지요.{nl}테넌츠 농장에서 가이갈라스라는 몬스터가 날뛰는 모양이에요.	팔라딘 서브 마스터
QUEST_UNUSED_20151022_001225	女神に対する信仰心があれば恐れるものなど何もありません。{nl}あなたが初めてパラディンになった時から私が言い続けてきましたよね。	보여주신 행적만으로도 그 실력은 짐작이 가네요.{nl}하지만 승급을 위해서는 보다 명확한 확인이 필요해서요.	팔라딘 서브 마스터
QUEST_UNUSED_20151022_001226	噂というものは誇張されるものですが…。{nl}あなたに限っては真実そのものですね。{nl}	솔직히 좀 위험하지 않을까 싶었는데 제가 당신의 실력을 오판한 모양이군요.{nl}대단하군요. 당신이라면 누구라도 가장 높은 경지의 팔라딘으로 인정할 겁니다.	팔라딘 서브 마스터
QUEST_UNUSED_20151022_001227	私は女神ジェミナの行方を追っています。{nl}女神が行方不明になられたことは誰もが知っている話です。{nl}	전 제미나 여신의 행방을 찾고 있어요.{nl}여신께서 행방불명되셨다는 건 누구나 다 아는 이야기지요.{nl}	QUEST_UNUSED_20151001_000531	私は女神ジェミナの行方を探しています。{nl}女神が行方不明になったことは誰でも知っていることでしょう。{nl}	전 제미나 여신의 행방을 찾고 있어요.{nl}여신께서 행방불명되셨다는건 누구나 아는 이야기지요.{nl}	보코르 유타
QUEST_UNUSED_20151022_001228	やっぱりあの聖物は女神の聖物じゃなかったんだな。{nl}女神の名をかたってこんな悪ふざけをするとは…故人を侮辱するにもほどがある。{nl}	역시 그 성물은 여신의 성물이 아니었구나.{nl}여신의 이름을 팔아서 이런 장난을 치다니 고인을 모욕하는 것도 정도껏 해야지.{nl}	QUEST_LV_0100_20151001_008776	No wonder. That object wasn't that of the goddess. {nl}Using the name of the goddess into tricks like this. They have really crossed the line. {nl}	역시 그 성물은 여신의 성물이 아니었구나.{nl}여신의 이름을 팔아서 이런 장난을 치다니 고인을 모욕하는 것도 정도껏이지.{nl}	묘지기 시기스
QUEST_UNUSED_20151022_001229	ちょっと、そこのあなた。{nl}こんな人気の無い森に来るなんて何者ですか？{nl}ああ、誰でも構いません。私に力を貸してください。{nl}	응?{nl}이렇게 인적 드문 숲에는 어쩐 일로 오신거죠?{nl}아.. 그건 아무래도 좋아요. 괜찮으시면 절 좀 도와주시겠어요?{nl}	QUEST_UNUSED_20151016_000798	ちょっと、そこのあなた。{nl}こんな人気の無い森に来るなんて何者ですか？{nl}ああ、誰でも構いません。私に力を貸してください。{nl}	이봐요. 당신.{nl}누구길래 이렇게 인적 드문 숲을 찾아온거죠?{nl}아 됐어요. 누구라도 상관없어. 절 좀 도와주세요.{nl}	드루이드 레야
QUEST_UNUSED_20151022_001230	ありがとうございます。でも、村人たちはよそ者を嫌うので…。{nl}外部の人に頼み事をするなんて、めったにないんです。{nl}もしも村へ行くつもりなら、戻った方が良いと思いますよ。	제대로 구해오셨네요. 고마워요.{nl}마을로 모셔가서 보답해드리고 싶지만..{nl}우리 마을 사람들은 외지인을 반기는 편이 아니라서요..{nl}	QUEST_LV_0100_20151016_009822	Thanks. But our townspeople usually stay away from the outsiders.{nl}It is a rare sight to see them asking an outsider for a favor.{nl}If you are thinking of going to my town, turn away now.	고마워요. 하지만 우리 마을 사람들은 외지인을 많이 꺼려요.{nl}외지인에게 부탁을 하는 일은 매우 드물죠.{nl}만약 우리 마을에 갈 생각이라면 돌아가시는 편이 좋을 것 같아요.	드루이드 레야
QUEST_UNUSED_20151022_001231	戻って来る途中で少女と少女を追う魔族に会ったんですか？{nl}啓示者と少女を会わせてはいけないとは…。{nl}確かに何かありそうですが…あなたとは関係ないことじゃありませんか？	돌아오는 길에 거대한 도끼를 든 마족과 그 마족에게 쫓기는 소녀를 보셨다구요?{nl}거대한 도끼를 든 마족이라면 마군주 자우라인데..{nl}계시자와 소녀를 만나게 해서는 안된다니.. 확실히 심상치 않은 일이네요..{nl}	QUEST_LV_0100_20151016_009823	On your way here, you have met a girl and a demon that was chasing her?{nl}Never let a Revelator meet up with the girl...{nl}Not all that jolly.. but it seems it's none of your business, don't you think so?	돌아오는 길에 소녀와 소녀를 쫓는 마족을 만났다고요?{nl}계시자와 소녀를 만나게 해선 안된다라..{nl}심상치 않긴 하지만.. 그 쪽이랑은 상관없는 일인 것 같은데요?	드루이드 레야
QUEST_UNUSED_20151022_001232	このことを村に知らせて村の人々と調べてみなければなりません。{nl}私たちの村のことで外部の人を危険に陥れることはできません。	이 일은 마을에 알리고 마을 사람들과 알아봐야겠어요.{nl}우리 마을 일로 외지인을 위험에 빠뜨릴 수는 없죠.	드루이드 레야
QUEST_UNUSED_20151022_001233	え？あなたは啓示者なんですか？{nl}だったら、あなたもあの凶夢を見たんですね？{nl}…もしかしたら、あなたが伝説で伝わる異邦人なのでしょうか。{nl}	네? 당신이 계시자라고요?{nl}그렇다면 혹시 재앙의 꿈을 꾸고 이 곳으로 온건가요?{nl}..그렇다면 당신이 우리 마을에 내려오는 전승 속의 계시자일지도 모르겠어요.{nl}	QUEST_LV_0100_20151016_009824	I beg your pardon? You are the Revelator?{nl}That must mean you also had that a horrible nightmare as well.{nl}...Perhaps you are the outsider the legend talks about.{nl}	네? 당신이 그 계시자라고요?{nl}그렇다면 당신도 그 흉몽을 꾼 건가요?{nl}..어쩌면 당신이 전승 속의 이방인일지도 모르겠네요.{nl}	드루이드 레야
QUEST_UNUSED_20151022_001234	うちの村には遥か昔、女神ライマが残したという伝説があるんです。{nl}村が危機に瀕した時、凶夢を追う異邦人が聖なる光と共に現れ、{nl}邪悪な気を払って村を救うだろうという伝説なんですけど…。{nl}こうしてる場合じゃないわ。急いで村へ行って確かめなきゃ！{nl}	우리 마을에는 먼 옛날 라이마 여신께서 남긴 예지가 전승으로 내려오고 있어요.{nl}마을이 위기에 처했을 때 재앙의 꿈을 쫓아온 계시자가 성스러운 빛과 함께{nl}사악한 기운을 물리치고 마을을 구할거라는 내용이죠.{nl}이럴 때가 아니에요. 얼른 마을에 가서 확실히 알아봐야겠어요.{nl}	QUEST_LV_0100_20151016_009825	In our town, we have this legend told by Goddess Goddess Laima.{nl}When the town is in danger, worry not, there will come a stranger with the light divine{nl}Evil shall fall by the might of the light. {nl}It is no time to be standing here. I must go to town and see what's going on.{nl}	우리 마을에는 먼 옛날 라이마 여신께서 남긴 전승이 있어요.{nl}마을이 위기에 처했을 때 흉몽을 쫓아온 이방인이 성스러운 빛과 함께{nl}사악한 기운을 물리치고 마을을 구할거라는 전승이죠.{nl}이럴 때가 아니야. 얼른 마을에 가서 확실히 알아봐야겠어요.{nl}	드루이드 레야
QUEST_UNUSED_20151022_001235	ああ…食糧…フェレットに盗まれた食糧を取り戻さなきゃ…。{nl}神樹の日の後、この森の川の水が赤く染まって、果物が巨大化したんです。{nl}そして、なぜか川の水も果物も毒で汚染されて…。{nl}そのせいで食べられる物が少なくなったのに、それさえフェレットに盗まれちゃうんです。{nl}	제가 먼저 마을로 가서 전승에 대해 좀 더 자세히 알아보고 있을테니{nl}계시자님은 페릿들이 훔쳐간 식량을 되찾아주세요.{nl}아무리 외지인을 꺼리더라도 페릿이 훔쳐간 식량을 되찾아주신다면 마을 사람들도 힘을 보탤 거에요.	QUEST_LV_0100_20151016_009826	Ah..about the food.. We do need to get back the food ferrets stole..{nl}The water in the forest turned red and the fruits have become unusually enlarged since Medzio Diena.{nl}The water and the fruits somehow are all poisoned.{nl}Food is scare around here. Those darn ferrets steal our food.{nl}	아.. 식량.. 페릿들이 훔쳐간 식량을 되찾아야하는데..{nl}신수의 날 이후 이 숲의 강물이 붉게 물들면서 과일들이 거대해졌어요.{nl}그리고 어째서인지 강물도 과일도 독성을 지니게 됐죠.{nl}덕분에 먹을 수 있는 식량이 귀해졌는데 그마저도 페릿들이 훔쳐가기 일쑤에요.{nl}	드루이드 레야
QUEST_UNUSED_20151022_001236	君か？君がレヤの言っていた啓示者なのか？{nl}村の司祭の話だと君が村に光をもたらすそうだが…。{nl}ついにこの時が来たのか…。村を救う異邦人が現れた…。{nl}おお、女神ライマよ…。感謝いたしますぞ。まだ我らをお見捨てではなかったのですな…。{nl}	자넨가? 자네가 레야가 말한 계시자인가?{nl}페릿에게 습격당한 마을 사제도 자네가 빛으로 구해줬다지?{nl}드디어 왔네. 왔어. 마을을 구할 계시자가 온게야.{nl}오오.. 라이마 여신이시여.. 감사합니다. 우릴 버리지 않으셨군요..{nl}	QUEST_LV_0100_20151016_009828	Ah, is that you whom Leja talked about?{nl}The town cleric says you have brought light into this village.{nl}Ye finally came. After all these years. The stranger to rescue.{nl}O! Praise be unto Goddess Laima... Our hearts sing prayers in full to you. You have not forsakened us..{nl}	자넨가? 자네가 레야가 말한 계시자인가?{nl}마을 사제 말로는 자네가 빛을 몰고 마을을 찾아왔다지?{nl}드디어 왔네. 왔어. 마을을 구할 이방인이 온게야.{nl}오오.. 라이마 여신이시여.. 감사합니다. 우릴 버리지 않으셨군요..{nl}	마을 촌장
QUEST_UNUSED_20151022_001237	それは何かね？な、なんと！異邦人がフェレットに盗まれた食糧を取り戻したぞ！{nl}本当にこの村を救いに来てくれたのか。おお…ありがたや、ありがたや…。	그건 뭔가? 페릿이 훔쳐갔던 식량 아닌가?!{nl}이보게들! 이것 좀 보게! 계시자께서 페릿들이 훔쳐간 식량을 되찾아오셨네!{nl}정말 우리 마을을 구해주러 온 게 맞나보구만.{nl}고맙네. 정말 고마워.	QUEST_LV_0100_20151016_009829	What could that be? Ha! You actually managed to get the food back from the ferrets!{nl}You are truly the one to save our town. My deepest gratitude.	그건 뭔가? 이것 보게! 이방인이 페릿들이 훔쳐간 식량을 되찾아오셨네!{nl}정말 우리 마을을 구해주러 온 게 맞나보구만. 고맙네. 정말 고마워.	마을 촌장
QUEST_UNUSED_20151022_001238	レヤはライマ台地へ行ったようだな。女神が巨大女神像に何かを残しているはずだと言っていたが…。{nl}	레야는 자네에게 도움이 될 것을 찾겠다며 먼저 제라하로 갔네.{nl}그 곳에는 라이마 여신을 모시던 선조들이 조각한 여신상이 있지.{nl}라이마 여신께서 필시 여신상에 자네를 위한 준비를 해뒀을 거라면서 말이네.{nl}제라하로 갈 생각이라면 가기 전에 내 얘기를 좀 들어보게나.{nl}	QUEST_LV_0100_20151016_009830	Leja went to Laimadon. Saying that Goddess Laima must have left something for us in the giant statue of her.{nl}	레야는 라이마돈으로 갔네. 라이마 여신께서 거대 여신상에 뭔가 남겨놨을 거라면서 말이야.{nl}	마을 촌장
QUEST_UNUSED_20151022_001239	わが村はライマ台地で女神ライマに仕える村だった。{nl}はるか昔、女神ライマは不吉な未来を予知し、それに備えるための旅に出られることになったのだ。{nl}村人たちは心配した女神ライマは、女神ラダに村を託されてな。{nl}女神ラダにも防げない危機が村を襲ったときには、凶夢を見てやってきた異邦人が{nl}光と共に村を救うだろうという伝説を残されたのだよ。{nl}	먼 옛날 라이마 여신께서는 불길한 미래를 예지하시고 자취를 감추셨을 때,{nl}남은 우리를 걱정한 라이마 여신께서는 라다 여신께 마을을 부탁하셨네.{nl}하지만 라이마 여신의 걱정과는 달리 마을은 평화로웠어.{nl}	QUEST_LV_0100_20151016_009831	According to the legend told. This town was formerly a town that worshiped Goddess Laima in Goddess Laimadon.{nl}Long ago, Goddess Laima went on a pilgrimage after foreseeing the terrible future. {nl}Goddess Laima cared deeply about the townspeople and asked Goddess Lada to look after us when she is gone.{nl}And if a great threat, even greater than the power of Goddess Lada, a stranger chasing a nightmore will arrive{nl}along with the light and save the town.{nl}	우리 마을은 라이마돈에서 라이마 여신을 모시던 마을이었네.{nl}먼 옛날 라이마 여신께서는 불길한 미래를 예지하시고 대비를 위한 방랑을 시작하셨네. {nl}마을 사람들을 걱정한 라이마 여신께서는 라다 여신께 마을을 부탁하셨네.{nl}그리고 라다 여신조차 막지 못할 위험이 마을을 덮친다면 흉몽을 쫓아온 이방인이{nl}빛과 함께 마을을 구할 거라는 전승을 남기셨지.{nl}	마을 촌장
