QUEST_LV_0500_20190419_000001	I would rather have someone else do it if it's something that absolutely needs doing.{nl}Why does it always have to be me?	누군가는 해야 할 일이면 다른 사람이 했으면 좋겠어요.{nl}왜 저한태 이런 걸 시키는 걸까요.				케도라 상단원 이네타
QUEST_LV_0500_20210115_000325	魔族为了前往欧勒夏必会经过这裡，{nl}正好我需要回收魔族身上的莫提尼斯..	마족들이 오르샤로 향하기 위해서는 이곳을 지나야 할 터,{nl}마침 저는 마족들이 지니고 있을 머티니스를 회수해야 하니..				여신 라다
QUEST_LV_0500_20210115_000326	我有必须要处理那些前往欧勒夏的魔族的理由。	오르샤로 향하는 마족들을 제가 처리할 이유가 있군요.				여신 라다
QUEST_LV_0500_20210115_000327	为了你的任务！开始行动吧。	당신의 임무를 위해 움직이세요.				여신 라다
QUEST_LV_0500_20210115_000328	罗迦娜和巴以卡全都是自负心强的魔族，{nl}要是他们知道被你欺骗了一定不会放过启示者的。{nl}请你不要轻易与他们对抗。{nl}将来一定会有机会的。	라가나와 바이가 모두 자긍심 높은 마족입니다.{nl}당신이 자신을 속였다는 것을 알면 계시자님을 내버려두지 않을 겁니다.{nl}그들과 함부로 싸우려 하지는 마세요.{nl}나중에 분명한 기회가 있을 겁니다.				여신 라다
QUEST_LV_0500_20210115_000329	魔神罗迦娜	마신 라가				
QUEST_LV_0500_20210115_000330	我正在等你。{nl}拉伊玛的孩子啊。	기다리고 있었단다.{nl}라이마의 아이여.				마신 라가
QUEST_LV_0500_20210115_000331	很优秀嘛！{nl}说是脆弱的人类，我还在想能做到什麽程度..	훌륭한 걸?{nl}부러지기 쉬운 인간이 해봤자 얼마나 할 수 있겠나 싶었는데..				마신 라가나
QUEST_LV_0500_20210115_000332	你不是很痛快的毁了注视者的莫提尼斯吗？{nl}了不起。	주시자의 머티니스를 아주 시원하게 날려버렸잖아?{nl}기특해.				마신 라가나
QUEST_LV_0500_20210115_000333	虽然欺骗我这件事是不被原谅的..{nl}但既然你毁了注视者收集的莫提尼斯，那这次就特别饶你一命吧。	나를 속이려 든 건 용서할 수 없는 일이지만..{nl}주시자가 모은 머티니스를 날려버렸으니 특별히 이번은 넘어가도록 하마.				마신 라가나
QUEST_LV_0500_20210115_000334	不管怎麽样，注视者绝不会放过你的..{nl}如想活命，你最好继续往下逃亡。{nl}快，{nl}没我的允许，你不可以死在注视者的手上。	그건 그렇고, 주시자가 널 가만두지 않으려 할 테니..{nl}살고 싶다면 아래쪽으로 계속 도망치는 게 좋을 거야.{nl}어서,{nl}내 허락 없이 주시자 따위에게 죽지 말거라.				마신 라가나
QUEST_LV_0500_20210115_000335	终于找到了，{nl}启示者。	드디어 찾았군.{nl}계시자.				마왕 바이가
QUEST_LV_0500_20210115_000336	你准备好交出性命了吗？{nl}你必须为欺瞒我而付出代价。	목숨을 내놓을 준비는 되어있겠지?{nl}나를 기만한 대가는 톡톡히 치러야 할 것이다.				마왕 바이가
QUEST_LV_0500_20210115_000337	回来了啊。{nl}我清楚地听到炸弹爆炸的声音了。	돌아오셨군요.{nl}폭탄이 터지는 소리는 분명히 들었습니다.				여신 라다
QUEST_LV_0500_20210115_000338	你说见过巴乌巴斯？	바우바스를 만났다고요?				여신 라다
QUEST_LV_0500_20210115_000339	魔神巴乌巴斯..	마신 바우바스..				여신 라다
QUEST_LV_0500_20210115_000340	在吉特涅消失的现在，他是魔神中最强大的存在。{nl}巴乌巴斯拯救了巴以卡，看来他们俩的合作关係应该相当密切。	길티네가 사라진 지금, 마신들 중에서 가장 강한 존재입니다.{nl}바우바스가 바이가를 구했다는 건, 생각보다 둘의 협력 관계가 원만한 수준인 거군요.				여신 라다
QUEST_LV_0500_20210115_000341	虽这不是什麽好消息，但如不是巴乌巴斯，我们会受到注视者更严重的祸害中的..{nl}这可是不幸中的大幸啊。	반가운 소식은 아니지만, 바우바스가 아니었다면 주시자에게 큰 화를 입을 뻔했으니..{nl}불행 중 다행이겠군요.				여신 라다
QUEST_LV_0500_20210115_000342	总之，现在你的任务结束了。{nl}请回到欧勒夏去见领主吧。{nl}罗迦娜、巴以卡、注视者势力的魔族们已明显被削弱气势了。	아무튼 지금은 당신의 임무를 끝낼 때이군요.{nl}오르샤로 가서 영주를 만나세요.{nl}라가나와 바이가, 주시자 세력의 마족들은 확실히 기세가 한풀 꺾였습니다.				여신 라다
QUEST_LV_0500_20210115_000343	虽情况还未完全告一段落，{nl}但他一定正在等待这个消息的。	아직 상황이 완전히 종식된 건 아니지만,{nl}분명 이 소식을 기다리고 있을 겁니다.				여신 라다
QUEST_LV_0500_20210115_000344	回来了啊。{nl}听到那巨大的爆炸声，我就察觉到是启示者了。	돌아오셨습니까.{nl}큰 폭팔음이 들려서 계시자님일 거라 짐작했습니다.				[오르샤 영주]이네사 해먼데일
QUEST_LV_0500_20210115_000345	你看起来平安无事，那真是太好了。	무사하신 것 같아 다행입니다.				[오르샤 영주]이네사 해먼데일
QUEST_LV_0500_20210115_000346	这样啊。{nl}欧勒夏又再次受到了启示者的帮助了。	그렇군요.{nl}오르샤는 이렇게 또 한 번 계시자님의 도움을 받게되었군요.				[오르샤 영주]이네사 해먼데일
QUEST_LV_0500_20210115_000347	我代表欧勒夏和奇雷恩地方向你表示感谢。{nl}至少替我们欧勒夏争取了准备下次战斗的时间。	오르샤와 키렌 지방을 대표하여 감사드립니다.{nl}적어도 우리 오르샤는 다음 전투를 준비할 시간을 벌었습니다.				[오르샤 영주]이네사 해먼데일
QUEST_LV_0500_20210115_000348	虽不少人受伤倒下了，但我们不会就这样溃灭的。{nl}只要我们救出尚未避难的人们后，{nl}就是我们採取反击的时候了。	많은 이들이 다치고 쓰러졌지만, 이대로 우리는 당하고만 있지는 않을 겁니다.{nl}아직 피난하지 못한 사람들을 구하고 나면{nl}반격의 시간이 오겠지요.				[오르샤 영주]이네사 해먼데일
QUEST_LV_0500_20210115_000349	我要再次感谢启示者。	계시자님께 다시 한 번 감사의 말씀을 드리겠습니다.				[오르샤 영주]이네사 해먼데일
QUEST_LV_0500_20210115_000350	魔族们暂时不会直接攻击欧勒夏了。	당분간은 마족들이 오르샤를 직접 공격하는 일은 없을 겁니다.				여신 라다
QUEST_LV_0500_20210115_000351	但这短暂的和平是不会维持太久的，启示者我想你应该很清楚。	하지만 이 위태로운 평화가 오래가지 못할 것은 계시자, 그대도 잘 알고 있겠지요.				여신 라다
QUEST_LV_0500_20210115_000352	你忠实地守护了欧勒夏，{nl}而我也充分地负起了责任。	당신은 오르샤를 지키는 임무에 충실히 임했고,{nl}저 또한 충분할 만큼 책임을 질 수 있었습니다.				여신 라다
QUEST_LV_0500_20210115_000353	消失吧！	꺼져라!				마신 길티네
QUEST_LV_0500_20210115_000354	非常感谢你赶来！{nl}欧勒夏现正处于危机当中。	부름에 달려와 주셔서 감사합니다.{nl}오르샤는 지금 위기에 처했습니다.				이네사 해먼데일
QUEST_LV_0500_20210115_000355	从未见过的强悍敌人突然侵袭了奇雷恩地方全区。{nl}我在守护欧勒夏一带的同时，也向大陆各地正活跃展开活动的启示者们..	일전에 본 적 없던 강력한 적들이 돌연 키렌 지방 전역을 침공했습니다.{nl}저는 오르샤와 그 일대를 지키고자, 대륙 곳곳에서 활약을 펼치던 계시자분들..				이네사 해먼데일
QUEST_LV_0500_20210115_000356	以及你发出了请求协助的要求。{nl}希望你能帮助欧勒夏一起战斗。	그리고 당신에게 도움을 청하게 되었습니다.{nl}부디 오르샤를 도와 함께 싸워주시길 바랍니다.				이네사 해먼데일
QUEST_LV_0500_20210115_000357	谢谢你愿意伸出援手。{nl}现在就由我们一起守护这块祖先们奉献生命努力守护的欧勒夏吧。	도움의 손길을 잡아주셔서 감사합니다.{nl}가문의 선조들께서 목숨을 바쳐 지켰던 오르샤를 이제는 우리가 함께 지켜낼 겁니다.				이네사 해먼데일
QUEST_LV_0500_20210115_000358	但在那之前，有想找你的人。{nl}如透过村庄的女神奥施莉奈之像前往名叫拉伊玛圣所的地方，你会找到正在等待你的人。{nl}他说那个地方只有你能前往。	그러나 그 전에, 당신을 찾는 분이 계십니다.{nl}마을의 여신 아우슈리네의 상을 통해 라이마의 성소라 불리는 곳으로 간다면 그 분께서 기다리고 계실 겁니다.{nl}당신만은 그 곳에 올수 있으리라 하시더군요.				이네사 해먼데일
QUEST_LV_0500_20210115_000359	很高兴见到你，{nl}启示者啊。	반갑습니다.{nl}계시자여.				여신 라다
QUEST_LV_0500_20210115_000360	在这种时候见到你，心情并不感到平静。{nl}在欧勒夏发生的战火已超越大陆将魔掌延伸到世界了。	이런 때에 만나게 되니 마음이 편하지는 않습니다.{nl}오르샤에 일어난 전운이 대륙을 넘어 세계로 그 손아귀를 뻗고 있습니다.				여신 라다
QUEST_LV_0500_20210115_000361	这次呼唤你来是因为你和我，我们两人都对这次的事件有责任，{nl}详细的内容我会在莲帕拉沙池塘跟你说的。{nl}如你准备好了，我会在莲帕拉沙池塘那裡等你的。	당신을 부르게 된 건 당신과 나, 우리 둘은 이번 사건에 대해 분명한 책임이 있다는 사실 때문입니다.{nl}자세한 이야기는 렘파라사 연못에서 이야기하겠습니다.{nl}준비되셨다면 렘파라사 연못에서 기다리겠습니다.				여신 라다
QUEST_LV_0500_20210115_000362	你准备好了啊。{nl}我会在莲帕拉沙池塘等你的。	준비되셨군요.{nl}렘파라사 연못에서 기다리겠습니다.				여신 라다
QUEST_LV_0500_20210115_000363	你来了啊。{nl}要说你和我必须背负的责任..	오셨군요.{nl}당신과 제가 가진 책임에 대해 말씀드리자면..				여신 라다
QUEST_LV_0500_20210115_000364	在这一带发生的克鲁比那事件中，我被魔君主扎乌拉给抓了，{nl}那时我用我的生命力打造了强大的克鲁比那。{nl}另外在你之前的旅程中，我看到了注视者持有一部分。	이 일대에서 벌어진 과거의 크루비나 사건 속에서 저는 마군주 자우라에게 붙잡혔고,{nl}그때 제 생명력으로 강력한 크루비나가 만들어졌습니다.{nl}그리고 당신은 지난 여정에서 주시자가 그 일부를 가지고 있는 걸 보았죠.				여신 라다
QUEST_LV_0500_20210115_000365	这听起来似乎有点不合理，{nl}但这事态的元凶明确来说就是我们两人。	불합리한 이야기처럼 들릴 수 있으나,{nl}이 사태의 원흉을 똑바로 볼 수 있는 건 우리뿐입니다.				여신 라다
QUEST_LV_0500_20210115_000366	因此我们就更需要去确认这是否是注视者的所作所为了。{nl}可以请你从周遭的魔族那裡找来有帮助的情报吗？	그러나 이 사태가 확실히 주시자의 행보인지는 조금 더 확신이 필요합니다.{nl}주변의 마족들로부터 도움이 될 정보를 얻어와 주시겠습니까?				여신 라다
QUEST_LV_0500_20210115_000367	更详细的内容等掌握情况后再告诉你吧。	더 자세한 이야기는 사태를 파악하며 말씀드리겠습니다.				여신 라다
QUEST_LV_0500_20210115_000368	请从周遭的魔族身上找来与注视者相关的证据吧。	주변의 마족들로부터 주시자와 연관이 있을만한 증거를 찾아주세요.				여신 라다
QUEST_LV_0500_20210115_000369	你说蕴藏那邪恶魔力的矿石是由魔族们所持有的？	그 사악한 마력을 품은 광석을 마족들이 가지고 있었다는 말입니까?				여신 라다
QUEST_LV_0500_20210115_000370	你一定曾看过注视者透过混沌取得这矿石吧。	당신은 분명 주시자가 혼돈을 통해 이 광석을 취하는 걸 본 적이 있으시죠.				여신 라다
QUEST_LV_0500_20210115_000371	但必须从混沌中才能出来的矿石怎麽会落入魔族们的手中呢..	그러나 혼돈에서 나와야 할 이 광석이 어떻게 마족들이 가지고 있는 건지..				여신 라다
QUEST_LV_0500_20210115_000372	看来得寻找魔族是从哪裡获得这矿石的。{nl}透过魔族的记忆将可以找到的。	아무래도 마족들이 이 광석을 어디서 얻었는지 찾아야겠습니다.{nl}마족들의 기억을 통해 찾을 수 있을 겁니다.				여신 라다
QUEST_LV_0500_20210115_000373	如是蓝图鲁玛休憩地应该不会引起太大的注意。	란돌루마 쉼터라면 큰 이목을 끌지 않을 겁니다.				여신 라다
QUEST_LV_0500_20210115_000374	虽不够充分但透过魔族们的记忆，一定能找到注视者的痕迹的。{nl}但还不能太过肯定。	충분하지는 않았으나 마족들의 기억을 통해 분명히 주시자의 흔적을 보았습니다.{nl}그러나 아직 확신을 얻기에는 모자라는군요.				여신 라다
QUEST_LV_0500_20210115_000375	矿石的来历仍不明确。	여전히 광석의 정체는 분명하지 않습니다.				여신 라다
QUEST_LV_0500_20210115_000376	再试一次吧。{nl}如用神圣力淨化魔族的灵魂，也许可读取更多的记忆。	다시 한번 시도해보죠.{nl}마족들의 영혼을 신성력으로 정화하면 더 많은 기억을 읽어낼 수 있을 겁니다.				여신 라다
QUEST_LV_0500_20210115_000377	我会将我的权能分给你一些，{nl}如对阿达塔街道的魔族使用我所给你的祝福，就能淨化魔族的灵魂并引导向我了。	제 권능을 조금 나누어 드리겠습니다.{nl}아다타 가도의 마족들에게 제가 드린 축복을 사용하면 마족의 영혼이 정화되어 저에게 인도될 겁니다.				여신 라다
QUEST_LV_0500_20210115_000378	我就先前往阿达塔街道替你解放力量吧。	저는 먼저 아다타 가도로 가서 힘을 개방해두겠습니다.				여신 라다
QUEST_LV_0500_20210115_000379	终于查出矿石的来历了。{nl}矿石的名字叫做莫提尼斯..{nl}注视者看著这邪恶的矿石并取了这个名字。	다행히 광석의 정체를 알아냈습니다.{nl}광석의 이름은 머티니스..{nl}주시자는 이 사악한 광석을 두고 그렇게 이름 불렀습니다.				여신 라다
QUEST_LV_0500_20210115_000380	启示者啊，{nl}注视者想透过莫提尼斯破坏世界..{nl}更精准的来说，是想要破坏神树。	계시자여,{nl}주시자가 머티니스를 통해 세계를..{nl}정확하게는 신수를 파괴하려 하고 있습니다.				여신 라다
QUEST_LV_0500_20210115_000381	莫提尼斯是可媲美贝尔宝珠的魔力源。{nl}吉特涅曾中断了贝尔宝珠的供给并令神树暴走。	머티니스는 벨로브에 견줄 수 있는 마력원입니다.{nl}길티네는 벨로브의 공급을 중단하여 신수를 폭주 시켰습니다.				여신 라다
QUEST_LV_0500_20210115_000382	相反的..{nl}如注视者持续不断地对神树供给莫提尼斯，那麽世界就会与神树的树根一起腐坏变成可怕的世界了。{nl}如果莫提尼斯的量足够的话。	반대로..{nl}주시자가 이 머티니스를 신수에 끊임없이 공급한다면 세계는 신수의 뿌리와 함께 통째로 썩어 끔찍한 세계로 변해버릴 겁니다.{nl}머티니스의 양이 충분하다면 말이죠.				여신 라다
QUEST_LV_0500_20210115_000383	在魔族的记忆中看到了在马尔柯斯伐木场有不寻常的龟裂。{nl}莫提尼斯是从那龟裂中出现的。	마족의 기억 속 말코스 벌목지에서 심상치 않은 균열을 보았습니다.{nl}머티니스는 그 균열에서 나왔을 겁니다.				여신 라다
QUEST_LV_0500_20210115_000384	我会去确认前往加桥森林的那条路，{nl}那就请你去确认马尔柯斯伐木场吧。{nl}我们在加桥森林见。	저는 덧댄다리 숲으로 가는 길을 확인하겠습니다.{nl}당신은 말코스 벌목지를 확인해주세요.{nl}덧댄다리 숲에서 뵙겠습니다.				여신 라다
QUEST_LV_0500_20210115_000385	我正在等你。	기다리고 있었습니다.				여신 라다
QUEST_LV_0500_20210115_000386	这个真的是在魔族的额头像角一样长出来的吗？	이게 정말 마족의 이마에 뿔처럼 나있었다는 말인가요?				여신 라다
QUEST_LV_0500_20210115_000387	这是克鲁比那。	이건 크루비나 입니다.				여신 라다
QUEST_LV_0500_20210115_000388	但有一点不同。{nl}你认为这个是可穿出身体冒出来的吗？{nl}魔君主扎乌拉透过我所制作的克鲁比那也是需要透过装置的协助才做成的。	그런데 조금은 다르군요.{nl}이게 몸을 뚫고 솟아날 수 있다고 생각하시나요?{nl}마군주 자우라가 저를 통해 만들어낸 크루비나도 장치의 도움을 받아서 만들어냈습니다.				여신 라다
QUEST_LV_0500_20210115_000389	克鲁比那也会将人类变成魔族。	크루비나는 인간을 마족으로 만들기도 합니다.				여신 라다
QUEST_LV_0500_20210115_000390	你也曾见过使用克鲁比那而转变的孩子吧。	당신도 크루비나를 사용하고 변해 가던 한 아이를 본 적이 있으시죠.				여신 라다
QUEST_LV_0500_20210115_000391	在这克鲁比那中也能感受到我的生命力，{nl}也许注视者是用透过我所制作的克鲁比那来让人类变成魔族的。{nl}这就是我必须对此负起责任的理由。	이 크루비나에는 제 생명력도 조금 느껴집니다.{nl}아마도 주시자가 저를 통해 만들어낸 크루비나로 인간을 마족으로 만들었을 겁니다.{nl}제가 이 사태에 대해 책임을 져야 할 이유죠.				여신 라다
QUEST_LV_0500_20210115_000392	欧勒夏的居民们也不知道是否全变成了魔族。{nl}既然你必须要拯救欧勒夏，那现在你和我似乎是必须要走在一起了。	오르샤의 주민들도 모두 마족이 될지도 모르는 상황입니다.{nl}당신은 오르샤를 구해야 하니 지금은 당신과 제가 가야 할 방향이 같습니다.				여신 라다
QUEST_LV_0500_20210115_000393	我们不仅同路，还得牢牢记住不管何时都要为各自的责任而行动。	우리는 방향이 같을 뿐, 언제까지나 각자의 책임을 위해 움직이고 있다는 사실을 명심해야 합니다.				여신 라다
QUEST_LV_0500_20210115_000394	要是我帮助你，奥施莉奈绝对不会坐视不管的。	제가 당신을 돕게 된다면 아우슈리네님께서 가만히 있지는 않을 겁니다.				여신 라다
QUEST_LV_0500_20210115_000395	这裡是与你刚才经过的莲帕拉沙池塘相连接的通道。{nl}为了採集莫提尼斯和攻击欧勒夏，集结的魔族们正掌握著加桥森林。	여기는 방금 당신이 지나온 렘파라사 연못과 연결되는 통로입니다.{nl}머티니스 채굴과 오르샤를 공격하기 위해 집결한 마족들이 덧댄다리 숲을 장악하고 있습니다.				여신 라다
QUEST_LV_0500_20210115_000396	我必须回收魔族正在採集的莫提尼斯，{nl}那你要做些什麽呢？	저는 이 마족들이 채굴하고 있는 머티니스를 회수할 필요가 있습니다.{nl}당신은 무슨 일을 하실 거죠?				여신 라다
QUEST_LV_0500_20210115_000397	看来你很明白嘛。{nl}那麽下次再见了。	잘 이해하고 계시는군요.{nl}그럼 다시 뵙겠습니다.				여신 라다
QUEST_LV_0500_20210115_000398	在你对抗魔族的时候，我看见那些尚未躲避的欧勒夏居民们已安全地回到村庄了。	당신이 마족을 상대하고 있는 사이 미처 피하지 못했던 오르샤의 주민들이 무사히 마을 안으로 들어가는 걸 봤습니다.				여신 라다
QUEST_LV_0500_20210115_000399	你非常优秀地完成了任务。{nl}而我也回收了一部分的莫提尼斯。	당신의 임무를 훌륭히 수행하고 있군요.{nl}저 역시 머티니스를 일부 회수할 수 있었습니다.				여신 라다
QUEST_LV_0500_20210115_000400	为了继续回收莫提尼斯，我打算前往加桥森林更深处。	저는 머티니스 회수를 계속하기 위해 덧댄다리 숲의 더 깊은 곳으로 갈 생각입니다.				여신 라다
QUEST_LV_0500_20210115_000401	正好离这裡不远的吉贝尼大道有魔族採集莫提尼斯的龟裂。{nl}那裡的龟裂与你见过的莲帕拉沙池塘的龟裂不同，那个龟裂并不坚硬看来有调查的价值。	마침 여기서 가까운 지베니 대로에서 마족들이 머티니스를 채굴하던 균열이 있습니다.{nl}그곳의 균열은 당신이 봤던 렘파라사 연못의 균열과 달리 굳어있지 않으니 조사할 가치도 있습니다.				여신 라다
QUEST_LV_0500_20210115_000402	这裡是进入加桥森林唯一的一条路，并且由魔族们佔据著。	여기서 덧댄다리 숲으로 들어가는 유일한 길이고, 마족들이 점거하고있습니다.				여신 라다
QUEST_LV_0500_20210115_000403	我也是正好感受到那魔力而停留在这裡的。{nl}那绝对是注视者的魔力。	저도 마침 그 마력을 느끼고 여기서 멈춰섰습니다.{nl}틀림없이 주시자의 마력이군요.				여신 라다
QUEST_LV_0500_20210115_000404	虽是推测，但魔族为採集莫提尼斯就必须要有那个魔力。{nl}再说一次，只要找到魔力的根源地并进行破坏，就可以阻止莫提尼斯的採集了。	추측이지만, 마족들이 머티니스를 채굴하기 위해서는 반드시 이 마력이 필요할 겁니다.{nl}다시 말해, 마력의 근원지를 찾아 파괴할 수만 있다면 머티니스 채굴을 막을 수 있습니다.				여신 라다
QUEST_LV_0500_20210115_000405	那麽就可以阻止莫提尼斯落入注视者的手中了。{nl}另外也可以给予为侵略攻击欧勒夏而集结的魔族们不少的打击。	그렇게 된다면 주시자의 손에 머티니스가 들어가는 일을 막을 수 있겠군요.{nl}그리고 오르샤를 침공하기 위해 집결한 마족들에게도 적지 않은 피해를 줄 수 있습니다.				여신 라다
QUEST_LV_0500_20210115_000406	我想去寻找魔力的根源地，{nl}我会去寻找那个不像你一样可以飞而人类很难到达的绝壁。	저는 마력의 근원지를 찾아보려고 합니다.{nl}당신처럼 날 수 없는 인간이 가기에는 어려운 절벽을 찾아볼 겁니다.				여신 라다
QUEST_LV_0500_20210115_000407	拉达女神似乎故意释放出祝福，{nl}那就试著利用这祝福在摩鲁哥斯农场寻找魔力的根源地吧。	라다 여신이 일부로 축복을 흘려둔 것 같다{nl}축복을 이용해 모르꼬스 농장에서 마력의 근원지를 찾아보자				PC
QUEST_LV_0500_20210115_000408	发现了魔力根源地的注视者的黑色水晶。{nl}请确认是否能破坏。	마력의 근원지인 주시자의 검은 수정을 발견했다{nl}파괴할 수 있는지 확인해 보자				안내
QUEST_LV_0500_20210115_000409	试著使用拉达女神的祝福吧！	라다 여신의 축복을 사용해볼까?				안내
QUEST_LV_0500_20210115_000410	龟裂中的液体仍沸腾著。	균열 속의 액체가 여전히 끓고 있다				PC
QUEST_LV_0500_20210115_000411	要调查龟裂吗？	균열을 조사하시겠습니까?				안내
QUEST_LV_0500_20210115_000412	仍能感受到透过龟裂而渗透出的魔力。{nl}请前往尚未调查的宝岚林间小路方向寻找注视者的黑色水晶。	균열로 스며드는 마력이 여전히 느껴진다{nl}아직 조사하지 않은 보난 숲길 방향으로 가서 주시자의 검은 수정을 찾아보자				PC
QUEST_LV_0500_20210115_000413	要攻击注视者的黑色水晶吗？	주시자의 검은 수정을 공격하시겠습니까?				안내
QUEST_LV_0500_20210115_000414	除了你发现的两个黑色水晶以外还有无数的水晶。{nl}破坏了所有在加桥森林裡的水晶。	당신이 발견한 두 개의 검은 수정 외에도 많은 수정이 있었습니다.{nl}덧댄다리 숲에 있던 수정은 모두 파괴했습니다.				여신 라다
QUEST_LV_0500_20210115_000415	加桥森林的莫提尼斯龟裂凝固了。 	덧댄다리 숲의 머티니스 균열들은 굳었습니다.				여신 라다
QUEST_LV_0500_20210115_000416	但{nl}仍有这段期间魔族们採集的莫提尼斯，{nl}在这裡无法找到莫提尼斯。	그러나{nl}그동안 마족들이 채굴한 머티니스가 있을 텐데,{nl}여기서는 머티니스를 찾을 수 없었습니다.				여신 라다
QUEST_LV_0500_20210115_000417	那些莫提尼斯绝不能落入注视者的手中，{nl}我必须要找到那个储藏所并将莫提尼斯回收回来。	그 머티니스들이 주시자의 손에 들어가서는 안 됩니다.{nl}저는 그 저장소를 찾아 머티니스를 회수해야 합니다.				여신 라다
QUEST_LV_0500_20210115_000418	启示者啊，{nl}你也有你必须要执行的任务。	계시자여,{nl}그대도 해야 할 일이 있습니다.				여신 라다
QUEST_LV_0500_20210115_000419	请在帕欧皮斯渡口寻找拉达女神。	파우피스 나루에서 라다 여신을 찾으세요				PC
QUEST_LV_0500_20210115_000420	既然驱赶了注视者，看著这裡的情况我正在等待著启示者。	주시자를 쫓았으나, 이곳의 상황을 보고 계시자님을 기다리고 있었습니다.				여신 라다
QUEST_LV_0500_20210115_000421	你应该察觉到了吧？{nl}侵略攻击欧勒夏的并非只有注视者一人，{nl}加上你刚才所见的两势力魔族包含注视者，就足足有三个势力在侵略欧勒夏了。	눈치 채셨겠죠?{nl}오르샤를 침공한 건 주시자 뿐만이 아니라는 이야기입니다.{nl}방금 본 두개 세력의 마족들만 하더라도 주시자를 포함하여 세 개의 세력이 오르샤를 침공했군요.				여신 라다
QUEST_LV_0500_20210115_000422	但可以确认的是他们的目标全都是莫提尼斯。{nl}他们分别是魔王卡鲁塔斯的魔族和魔神罗迦娜旗下的魔族。	하지만 모두 머티니스가 목표인 건 확실합니다.{nl}저들은 각각 마왕 카르타스의 마족과 마신 라가나의 휘하 마족들입니다.				여신 라다
QUEST_LV_0500_20210115_000423	仅管如此仍不能肯定，{nl}特别是无法相信魔王卡鲁塔斯竟和魔神罗迦娜对敌。	그렇지만, 확신을 가질 수는 없습니다.{nl}특히나 마왕 카르타스가 마신인 라가나와 대적한다는 건 믿을 수가 없군요.				여신 라다
QUEST_LV_0500_20210115_000424	说不定还存在有其他操控他们的存在。	저들을 움직이는 다른 존재가 있을지도 모릅니다.				여신 라다
QUEST_LV_0500_20210115_000425	首先，我们需要确认操控魔王卡鲁塔斯部下的真正上级是谁。{nl}你认为要怎麽处理侵略欧勒夏的那些魔族呢？	먼저, 마왕 카르타스의 부하들을 움직이는 진짜 상급자가 누구인지 확인해 둘 필요가 있겠군요.{nl}당신은 오르샤를 침공한 저 마족들을 어떻게 하시겠습니까?				여신 라다
QUEST_LV_0500_20210115_000426	感谢你的理解。	묵묵히 이해해주셔서 감사합니다.				여신 라다
QUEST_LV_0500_20210115_000427	那麽我会继续去寻找到底觊觎莫提尼斯的存在是谁的。	그럼 저 역시 머티니스를 노리는 존재들이 누구인지 찾아보겠습니다.				여신 라다
QUEST_LV_0500_20210115_000428	我会在这裡与你再见的。	이 자리에서 다시 뵙겠습니다.				여신 라다
QUEST_LV_0500_20210115_000429	请在帕瑟兰隐居地消灭宾美狄丝并获得上级的标志。	파슬랍 은거지에서 빈미디스를 처치하고 상급자의 징표를 획득하세요				PC
QUEST_LV_0500_20210115_000430	这个巴以卡和罗迦娜的标志..{nl}你说卡鲁塔斯的魔族们持有巴以卡的标志？	이건 바이가와 라가나의 증표..{nl}바이가의 증표를 카르타스의 마족들이 가지고 있었다는 말씀이신가요?				여신 라다
QUEST_LV_0500_20210115_000431	虽魔王卡鲁塔斯无法对抗罗迦娜..{nl}但如是巴以卡的话就说不定了。	마왕 카르타스가 라가나에게 대항할 수 없겠지만..{nl}바이가라면 가능할지도 모릅니다.				여신 라다
QUEST_LV_0500_20210115_000432	魔王巴以卡从很久前就与魔神巴乌巴斯有紧密的合作了。{nl}魔神巴乌巴斯在吉特涅不在的现在，绝对是最强悍的魔族。	마왕 바이가는 오랜 옛날부터 마신 바우바스와 긴밀한 협력을 이루고 있습니다.{nl}마신 바우바스는 길티네가 없는 지금으로서는 가장 강한 마족임이 틀림없습니다.				여신 라다
QUEST_LV_0500_20210115_000433	让人深刻感受到这是没有吉特涅的世界啊。	길티네가 사라진 세상이라는 게 새삼 실감이 나는군요.				여신 라다
QUEST_LV_0500_20210115_000434	巴以卡的魔族们的确在觊觎著莫提尼斯，{nl}但奇怪的是罗迦娜的魔族却想妨碍莫提尼斯的採集，并没有觊觎莫提尼斯的情况。	바이가의 마족들은 확실히 머티니스를 노리고 있었습니다.{nl}라가나의 마족들은 이상하게도 머티니스 채굴을 방해하려고만 했지, 머티니스 자체를 노리는 정황은 없더군요.				여신 라다
QUEST_LV_0500_20210115_000435	不管怎麽样撇开他们的目的，要是莫提尼斯的主人是魔族，那对女神、对人类来说都不是件好事。{nl}请尽快去寻找莫提尼斯储藏所。	아무튼 그들의 목적을 떠나 머티니스의 주인이 마족이 되는 건 여신에게든 인간에게든 좋을 수 없을 겁니다.{nl}서둘러 머티니스 저장소를 찾는게 좋겠습니다.				여신 라다
QUEST_LV_0500_20210115_000436	但在进来这裡后四处袭来强烈的魔力，{nl}无法确认这是注视者的黑色水晶，还是仅次于它的其他存在。	다만, 여기에 들어온 후로 사방에서 강력한 마력들이 휘몰아치고 있습니다.{nl}주시자의 검은 수정인지, 혹은 그에 버금갈 다른 존재인지는 확실하지 않습니다.				여신 라다
QUEST_LV_0500_20210115_000437	你是拉伊玛的小喽喽啊。	너는 라이마의 끄나풀이로군.				마왕 바이가
